Title,Year,Genre,Rating
Haeundae Lovers,"('2012', '2012')","['Comedy', ' Romance']",5.8
Star King,"('2007', '2007')",['Game-Show'],-
Glory Jane,"('2011', '2011')","['Drama', ' Romance']",7.3
Show! Music Core,"('2005', '2005')",['Music'],7.9
I Order You,"('2015', '2015')",['Drama'],6.4
9 Ends 2 Out,"('2007', '2007')","['Comedy', ' Romance']",7.5
Jin shil,"('2000', '2000')",['Romance'],7.5
I am Sam,"('2007', '2007')",['Drama'],6.5
Show Me the Money 3,"('2014', '2014')",['Music'],6.8
"Everybody, Kimchi!","('2014', '2014')",['Drama'],-
Somebody,"('2018', '2018')","['Reality-TV', ' Romance']",-
Zak Storm,"('2016', '2016')","['Animation', ' Action', ' Adventure']",6.9
American Seoul,,Drama,-
Insider,"('2021', '2021')","['Drama', ' Thriller']",-
The 3rd Hospital,"('2012', '2012')","['Drama', ' Romance']",8.1
Swallow the Sun,"('2009', '2009')",['Drama'],7.7
Samba et Leuk le lièvre,"('1997', '1997')","['Animation', ' Family']",8.5
Laurel Tree Tailors,"('2016', '2017')","['Comedy', ' Drama']",7.9
Queendom,"('2019', '2019')","['Music', ' Reality-TV']",8.1
Go! Mrs. Go!,"('2011', '2012')","['Comedy', ' Drama', ' Romance']",8.0
Soul,"('2009', '2009')","['Drama', ' Horror', ' Mystery']",7.4
Do-ol-Ah-in O-bang-gan-da,"('2019', '2019')",['-'],-
Her Legend,"('2013', '2013')","['Drama', ' Romance']",7.2
Just Dance,"('2018', '2018')",['Drama'],7.3
Bom nal,"('2005', '2005')",['Romance'],7.7
Make a Woman Cry,"('2015', '2015')","['Drama', ' Romance']",8.2
Telemonster,"('2016', '2016')",['Animation'],7.8
Sanbuingwa,"('2010', '2010')","['Drama', ' Romance']",6.8
Please Take Care of My Refrigerator,"('2014', '2019')",['Family'],8.2
Paris ei yeonin,"('2004', '2004')","['Comedy', ' Drama', ' Romance']",7.4
Inkigayo,"('1991', '1991')",['Music'],5.8
Queen Insoo,"('2011', '2012')",['History'],8.3
Working Mom,"('2008', '2008')","['Drama', ' Romance']",6.5
Ruby Ring,"('2013', '2014')","['Drama', ' Romance']",7.5
Princess Aurora,"('2013', '2013')",['Drama'],7.5
King's Family,"('2013', '2014')","['Comedy', ' Drama', ' Romance']",7.5
"Me Too, Flower!","('2011', '2011')","['Comedy', ' Romance']",7.0
Boarding House Number 24,"('2014', '2014')",['Drama'],6.0
Rookie King: Channel Bangtan,"('2013', '2013')",['Reality-TV'],8.7
Bamboo Bears,"('1995', '1996')","['Animation', ' Comedy']",7.0
Go! Princess PreCure,"('2015', '2015')","['Animation', ' Action', ' Adventure']",8.2
"Que Sera, Sera","('2007', '2007')","['Drama', ' Romance']",7.3
Nae sa-rang pat-jooi,"('2002', '2002')",['Romance'],7.4
"Coffee, Please","('2018', '2018')",['Romance'],5.6
The Queen of Office,"('2013', '2013')","['Comedy', ' Romance']",7.6
Eeo siti,"('2007', '2007')","['Action', ' Drama', ' Romance']",6.9
The Lover,"('2015', '2015')","['Drama', ' Romance']",7.4
One Mom and Three Dads,"('2008', '2008')",['Romance'],7.1
Abiding Love Dandelion,"('2014', '2015')","['Drama', ' Romance']",-
Home Sweet Home,"('2010', '2010')","['Drama', ' Mystery', ' Romance']",7.3
My Healing Love,"('2018', '2018')",['Drama'],8.4
Byeoleun nae gaseume,"('1997', '1997')",['Romance'],7.4
Hatchimals,"('2017', '2017')",['Animation'],6.1
Phoenix,"('2004', '2004')","['Drama', ' Romance']",7.8
Canimals,"('2011', '2011')","['Animation', ' Family']",6.9
The Secret Lover,"('2005', '2005')",['Romance'],-
Wanna Taste?,"('2019', '2019')",['Drama'],-
Mr Duke,"('2000', '2000')",['Drama'],7.2
Sherlock Yack: Zoo-Detective,"('2011', '2011')","['Animation', ' Family']",7.2
"Gwishinboneun hyungsa, Cheo Yong","('2014', '2014')","['Crime', ' Fantasy', ' Mystery']",7.3
Bigfoot Littlefoot,"('2019', '2019')",['Animation'],-
Les Enfants d'Okura,"('2007', '2007')",['Animation'],-
Jeonwoo,"('2010', '2010')",['War'],8.4
Noblewoman,"('2014', '2014')","['Drama', ' Romance']",6.4
Z-Squad,"('2006', '2007')",['Animation'],7.1
Let's Go Dream Team,"('2009', '2013')",['Reality-TV'],-
What's Up Fox?,"('2006', '2006')","['Comedy', ' Romance']",7.3
Master Key,"('2017', '2017')",['Game-Show'],7.6
Yoo-Na's Street,"('2014', '2014')","['Comedy', ' Drama', ' Romance']",8.3
Unemployed Romance,"('2013', '2013')","['Comedy', ' Romance']",6.5
Crime Scene,"('2014', '2014')",['Game-Show'],7.6
Little Girl K,"('2011', '2011')","['Action', ' Crime', ' Thriller']",7.5
Strike Love,"('2009', '2009')","['Drama', ' Romance', ' Sport']",-
Kimi no kioku o boku ni kudasai: Pigumarion no koi,"('2010', '2010')",['Drama'],6.2
Ojakgyo Brothers,"('2011', '2012')","['Comedy', ' Drama', ' Romance']",8.3
Loving You a Thousand Times,"('2009', '2009')",['Romance'],7.8
A New Leaf,"('2014', '2014')","['Drama', ' Romance']",6.3
Three Brothers,"('2009', '2010')",['Romance'],-
H.I.T.,"('2007', '2007')",['Romance'],7.0
Olympus Guardian,"('2002', '2003')",['Animation'],7.5
Saturday Night Live Korea,"('2011', '2017')",['Comedy'],7.5
Talking Tom and Friends Minis,"('2015', '2018')","['Animation', ' Action', ' Comedy']",7.7
Dal-kom-han Na-eui Do-si,"('2008', '2008')","['Drama', ' Romance']",6.2
Queen of Reversals,"('2010', '2011')","['Comedy', ' Romance']",7.6
Linus & Boom,"('2009', '2009')","['Animation', ' Sci-Fi']",6.6
Ice Adonis,"('2012', '2012')",['Drama'],8.1
Blow Breeze,"('2016', '2017')","['Drama', ' Romance']",7.4
Rascal Sons,"('2012', '2013')","['Comedy', ' Drama']",6.9
Lovers in Bloom,"('2017', '2017')","['Drama', ' Romance']",7.9
You Quiz on the Block,"('2018', '2018')",['-'],-
Little Mom Scandal,"('2008', '2008')","['Comedy', ' Drama']",-
Wonderful Mama,"('2013', '2013')","['Drama', ' Romance']",6.2
The Master of Revenge,"('2016', '2016')","['Drama', ' Romance']",7.8
Lady President,"('2010', '2010')",['Drama'],7.5
Happy Ending,"('2012', '2012')",['Drama'],7.4
Shady Mom-in-Law,"('2019', '2019')",['Drama'],-
Naejoui Yeowang,"('2009', '2009')",['Comedy'],7.3
Miss Mermaid: Ineo Agassi,"('2002', '2003')",['Drama'],7.6
Girls' Generation 1979,"('2017', '2017')","['Drama', ' Romance']",7.3
"Be Strong, Geum-Soon!","('2005', '2005')",['Drama'],8.1
The Woman Who Married Three Times,"('2013', '2013')",['Romance'],6.5
Fly High Butterfly,"('2021', '2021')",['Drama'],-
"Toji, the Land","('2004', '2004')","['Drama', ' History']",-
Law Firm,"('2001', '2001')","['Drama', ' Romance']",-
Super Family,"('2017', '2017')",['Comedy'],7.4
A Second Proposal,"('2004', '2004')",['Romance'],-
Empire of Gold,"('2013', '2013')","['Drama', ' Romance', ' Thriller']",8.1
My Husband's Lover,"('2007', '2007')","['Drama', ' Romance']",7.7
Love to the End,"('2018', '2018')","['Drama', ' Family', ' Romance']",7.1
Magic Cellphone,"('2016', '2016')",['Drama'],4.2
Top Star Yoo Baek,"('2018', '2018')","['Comedy', ' Romance']",7.7
Oh! Dear Half-Basement Goddesses,"('2017', '2017')","['Comedy', ' Fantasy']",-
Joseon X-Files - Secret Book,"('2010', '2010')","['Drama', ' History', ' Mystery']",8.0
6 Persons Room,"('2014', '2014')",['Drama'],6.8
Bubble Bubble Marin,"('2014', '2014')",['Animation'],-
A Song for You,"('2013', '2015')",['Reality-TV'],-
Can We Love?,"('2014', '2014')","['Comedy', ' Romance']",7.1
The Musical,"('2011', '2011')","['Drama', ' Music', ' Romance']",6.1
Want More 19,"('2018', '2018')","['Comedy', ' Drama', ' Romance']",-
Here Comes Mr. Oh,"('2012', '2013')","['Drama', ' Romance']",-
"Sweet Home, Sweet Honey","('2015', '2016')",['Drama'],-
Indomitable Daughters-in-Law,"('2011', '2011')","['Drama', ' Romance']",-
Salamander Guru and the Gang,"('2012', '2012')","['Comedy', ' Drama']",6.4
Don't be the First One!,"('2020', '2020')",['Reality-TV'],-
Jingbirok,"('2015', '2015')","['Drama', ' History', ' War']",7.0
Oh! My Baby,"('2014', '2014')",['Family'],-
Brilliant Heritage,"('2020', '2020')","['Comedy', ' Drama', ' Romance']",7.6
Unknown Woman,"('2017', '2017')",['Drama'],2.7
Oh Su-jung vs. Karl,"('2007', '2007')","['Comedy', ' Romance']",8.0
The Woman Who Still Wants to Marry,"('2010', '2010')","['Comedy', ' Drama', ' Romance']",7.2
Incarnation of Money,"('2013', '2013')","['Comedy', ' Drama', ' Mystery']",7.8
Bride from Vietnam,"('2007', '2008')","['Drama', ' Romance']",7.4
8 Love Stories,"('1999', '2000')","['Drama', ' Romance']",-
"Sweet, Savage Family","('2015', '2016')","['Comedy', ' Drama']",6.9
It's My Life,"('2018', '2018')",['Drama'],7.0
Golden Fish,"('2010', '2010')","['Drama', ' Romance']",-
Kang Koo's Story,"('2014', '2014')",['Romance'],7.7
Flowers for My Life,"('2007', '2007')",['Romance'],8.0
Korean Peninsula,"('2012', '2012')",['Drama'],7.0
Empress Myeongseong,"('2001', '2001')","['Drama', ' History']",8.4
Omniscient Interfering View,"('2018', '2018')","['Comedy', ' Family', ' Reality-TV']",-
"I Hate You, Juliet!","('2019', '2019')","['Romance', ' Sci-Fi']",6.4
Super TV,"('2018', '2018')",['Reality-TV'],8.6
Shin Don,"('2005', '2006')","['Drama', ' History']",6.8
Bolts & Blip,"('2010', '2011')","['Animation', ' Family', ' Sci-Fi']",7.3
Sweet Secrets,"('2014', '2014')",['Romance'],7.2
General hospital 2,"('2008', '2009')",['Drama'],7.0
History of the Salaryman,"('2012', '2012')",['Drama'],7.7
My Heart Twinkle Twinkle,"('2015', '2015')","['Drama', ' Romance']",6.3
Trot Lovers,"('2014', '2014')","['Comedy', ' Music', ' Romance']",6.4
Bicheonmu,"('2008', '2008')",['Drama'],7.3
Problematic Men,"('2015', '2015')","['Game-Show', ' Talk-Show']",-
Green Mothers Club,"('2022', '2022')",['Drama'],-
GOT7's Hard Carry,"('2016', '2016')",['Reality-TV'],8.3
Dalkomhan seupai,"('2005', '2005')","['Action', ' Comedy', ' Crime']",7.4
Passionate Love,"('2013', '2013')",['Romance'],7.4
Love Returns,"('2017', '2017')",['Drama'],7.7
Thumping Spike,"('2016', '2016')",['Sport'],6.6
Gracious Revenge,"('2019', '2019')",['-'],8.0
The Unit: Idol Rebooting Project,"('2017', '2017')","['Music', ' Reality-TV']",7.5
City Hall,"('2009', '2009')","['Comedy', ' Drama', ' Romance']",7.7
Women of the Sun,"('2008', '2008')",['Romance'],7.8
Romance,"('2002', '2002')","['Comedy', ' Drama', ' Romance']",7.0
Glass Mask,"('2012', '2013')","['Drama', ' Romance']",7.6
Doll House,"('2014', '2014')",['Horror'],-
G-Fighters,"('2015', '2016')",['Comedy'],-
April Kiss,"('2004', '2004')",['Drama'],-
DoongDoong,"('2010', '2010')",['Animation'],6.8
Immutable Law of First Love,"('2015', '2015')",['Drama'],5.6
Jeogdoui Namja,"('2012', '2012')","['Drama', ' Thriller']",8.0
Heroes,"('2010', '2011')",['-'],8.5
Bravo My Life,"('2017', '2017')",['Drama'],6.9
The Forks with Spiky Hands,"('2016', '2016')","['Animation', ' Comedy', ' Fantasy']",6.2
Paradise Ranch,"('2011', '2011')","['Drama', ' Romance']",5.9
Family's Honor,"('2008', '2009')","['Family', ' Romance']",8.5
Sign,"('2011', '2011')","['Crime', ' Mystery', ' Thriller']",7.8
What's Up?,"('2011', '2012')","['Comedy', ' Drama', ' Music']",7.8
"Ninja Cat, Ichi Ni San!","('2013', '2013')",['Animation'],-
Unstoppable Marriage,"('2007', '2008')","['Comedy', ' Romance']",8.5
Hoo-yoo-jeung,"('2014', '2014')","['Action', ' Drama', ' Thriller']",6.4
Behind the White Tower,"('2007', '2007')",['Drama'],7.8
Bing Goo,"('2017', '2017')",['Drama'],7.0
Single Wife,"('2017', '2017')","['Comedy', ' Romance']",5.5
Sister's Slam Dunk,"('2016', '2016')",['Reality-TV'],8.3
Assorted Gems,"('2009', '2010')","['Family', ' Romance']",8.2
BASToF Syndrome,"('2001', '2005')",['Animation'],4.5
Birth Secret,"('2013', '2013')","['Comedy', ' Drama', ' Romance']",6.2
Glorious Day,"('2014', '2014')","['Drama', ' Romance']",6.9
The Beet Party,"('2012', '2013')",['Animation'],6.3
Seoul 1945,"('2006', '2006')",['Drama'],6.9
Guardians of the Power Masks,"('2010', '2010')",['Animation'],6.4
Num Noms Snackables,"('2016', '2016')",['Animation'],3.6
Phoenix 2020,"('2020', '2020')","['Drama', ' Romance']",-
The Full Sun,"('2014', '2014')","['Drama', ' Romance']",7.5
The Empress,"('2011', '2011')",['History'],-
Telecinema,"('2009', '2009')",['Drama'],7.7
Roommates,"('2011', '2011')",['Comedy'],-
First Love Again,"('2016', '2017')","['Drama', ' Romance']",8.0
Matchmaker's Lover,"('2008', '2008')","['Comedy', ' Romance']",6.5
Late Night Hospital,"('2011', '2011')","['Crime', ' Drama', ' Mystery']",-
"Hello, Counselor","('2010', '2019')",['Talk-Show'],7.4
The Flatterer,"('2015', '2015')",['Drama'],7.4
Die Ketchup-Vampire,"('1991', '1991')","['Animation', ' Comedy', ' Family']",7.2
The Reputable Family,"('2010', '2010')",['Drama'],-
Save the Family,"('2015', '2015')","['Drama', ' Family']",-
Return of Bok Dan-Ji,"('2017', '2017')","['Drama', ' Mystery', ' Romance']",5.8
Man Who Dies to Live,"('2017', '2017')",['Drama'],4.9
We Got Married Global Edition,"('2013', '2013')","['Reality-TV', ' Romance']",7.3
The Legendary Witch,"('2014', '2015')","['Drama', ' Romance']",7.6
Under Nineteen,"('2018', '2018')","['Music', ' Reality-TV']",7.2
Snowman,"('2003', '2003')","['Drama', ' Romance']",5.8
On Air,"('2008', '2008')",['Drama'],7.6
Music Bank,"('1998', '1998')",['Music'],7.4
Life is Beautiful,"('2001', '2001')",['Romance'],-
Model,"('1997', '1997')",['Drama'],7.3
Romance Blue,"('2015', '2015')",['Romance'],7.5
Unasked Family,"('2019', '2019')",['Drama'],7.4
Jungle Fish 1,"('2008', '2008')",['-'],8.4
Golden Disc Awards,"('1986', '1986')",['Music'],8.6
"My Love, Madame Butterfly","('2012', '2013')",['Romance'],7.8
Explorers of the Human Body,"('2007', '2008')","['Documentary', ' Comedy']",8.3
Byeoljubu hero,"('2001', '2001')","['Animation', ' Family']",4.8
Healing Camp,"('2011', '2016')",['Talk-Show'],-
Soulmate,"('2006', '2006')","['Comedy', ' Romance']",7.1
Reset,"('2014', '2014')","['Crime', ' Drama']",7.2
Pung-un,"('1982', '1982')",['Drama'],-
Sunny Days,"('2018', '2018')",['Drama'],8.1
Dal Ja's Spring,"('2007', '2007')","['Comedy', ' Drama', ' Romance']",7.7
Home for Summer,"('2019', '2019')",['Drama'],7.1
Pink Lipstick,"('2010', '2010')","['Drama', ' Romance']",7.0
Immortal Songs: Singing the Legend,"('2011', '2013')","['Music', ' Musical']",-
Coma,"('2006', '2006')",['Horror'],7.0
Secret Agent Miss Oh,"('2010', '2010')",['Romance'],6.7
All About My Family,"('2008', '2009')",['Drama'],4.8
Golden Cross,"('2014', '2014')",['Drama'],7.3
Criminal Justice,,"Crime, Drama",-
Mother's Sea,"('1993', '1993')",['Drama'],7.1
After School: Lucky or Not,"('2013', '2013')",['Comedy'],6.8
Precious Family,"('2004', '2005')","['Drama', ' Family']",8.1
Best Chicken,"('2019', '2019')",['Drama'],6.4
Fermentation Family,"('2011', '2012')","['Drama', ' Romance']",8.1
Lipstick Prince,"('2016', '2016')",['Comedy'],-
Armored Saurus,"('2021', '2021')",['Action'],-
Uiga hyeongje,"('1997', '1997')",['Drama'],7.3
The Shining Eun-Soo,"('2016', '2016')",['Drama'],6.5
Mysterious Personal Shopper,"('2018', '2018')",['Drama'],7.7
Her Lovely Heels,"('2014', '2014')",['Romance'],6.4
Bird That Doesn't Cry,"('2015', '2015')","['Drama', ' Romance']",-
Asphalt My Hometown,"('1991', '1991')",['Drama'],8.2
Melon Music Awards,"('2009', '2009')",['Music'],7.6
The Great Merchant,"('2010', '2010')","['Drama', ' History']",6.8
Doppelganger,"('2016', '2016')",['Thriller'],-
Spring Must Be Coming,"('2019', '2019')","['Drama', ' Fantasy']",7.9
Let's Look at the Sunset Holding Hands,"('2018', '2018')",['Drama'],4.4
Delicious Love,"('2015', '2015')","['Comedy', ' Romance']",-
Give Love Away,"('2013', '2014')","['Drama', ' Romance']",8.0
Onli yoo,"('2005', '2005')",['Romance'],7.3
Show Me the Money 6,"('2017', '2017')","['Game-Show', ' Music', ' Reality-TV']",-
Love Is Drop by Drop,"('2016', '2017')","['Drama', ' Romance']",-
Survival Audition K-pop Star,"('2011', '2011')","['Documentary', ' Game-Show', ' Music']",-
The Great First Wives,"('2015', '2015')","['Drama', ' Romance']",-
The Running Mates: Human Rights,"('2019', '2019')",['Drama'],7.9
Amoreupati,"('2021', '2021')","['Drama', ' Romance']",5.3
My Son-In-Law's Woman,"('2016', '2016')",['Drama'],6.7
Tempted Again,"('2009', '2009')",['Drama'],7.7
Someday,"('2006', '2006')",['Drama'],8.1
The Birth of a Family,"('2012', '2013')","['Drama', ' Romance']",-
Real Men,"('2015', '2016')",['Reality-TV'],-
Dreamkix,"('2010', '2010')","['Animation', ' Comedy', ' Sport']",7.7
Nae saeng-ae ma-ji-mak seu-kaen-deul,"('2008', '2008')","['Drama', ' Romance']",7.6
Strong Heart,"('2009', '2013')",['Talk-Show'],7.7
You're So Pretty,"('2011', '2011')",['Drama'],-
Lee Min Ho,"('2012', '2012')",['-'],7.9
Surgeon Bong Dal-hee,"('2007', '2007')",['Drama'],7.4
"I'm a Mother, Too","('2018', '2018')",['Drama'],-
There She Is,"('2003', '2003')",['Animation'],7.4
You Are the Only One,"('2014', '2015')","['Comedy', ' Drama', ' Romance']",6.2
Matching! Boys Archery,"('2016', '2016')","['Comedy', ' Romance', ' Sport']",7.2
The Secret of My Love,"('2017', '2017')","['Drama', ' Family']",6.5
Melody of Love,"('2013', '2014')","['Comedy', ' Romance']",7.8
All My Love,"('2010', '2011')",['Comedy'],7.1
Wife returns,"('2009', '2010')",['Drama'],-
Allblanc,"('2018', '2018')",['-'],-
Bulranggajuc,"('2006', '2006')","['Comedy', ' Drama']",7.4
A Wife's Credentials,"('2012', '2012')",['Romance'],8.0
Noonbory and the Super 7,"('2009', '2009')",['Animation'],7.2
Armor Hero Hunter God Brain Crisis,"('2018', '2018')",['Action'],-
Saranghandamyeon ideulcheoleom,"('2007', '2007')",['Drama'],6.5
Boy vs. Animals,"('2006', '2006')","['Animation', ' Comedy']",-
Gag Concert,"('1999', '1999')",['Comedy'],8.7
Leobing Yu,"('2002', '2002')","['Drama', ' Romance']",-
Can Love Become Money?,"('2012', '2012')","['Comedy', ' Romance']",6.7
Who Are You?,"('2008', '2008')","['Comedy', ' Drama']",7.3
Hooray for Love,"('2011', '2012')",['Romance'],7.9
Bong Soon: A Cyborg in Love,"('2016', '2016')",['Drama'],5.7
Action Dad,"('2012', '2012')",['Animation'],7.6
Beautiful You,"('2015', '2015')",['Drama'],-
A Happy Woman,"('2007', '2007')","['Drama', ' Romance']",-
Ad Genius Lee Tae Baek,"('2013', '2013')","['Comedy', ' Drama', ' Romance']",5.9
Traces of the Hand,"('2017', '2017')",['Drama'],5.4
Secretly greatly,"('2016', '2016')",['Reality-TV'],-
Night After Night,"('2008', '2008')","['Action', ' Adventure', ' Comedy']",7.4
A Daughter Just Like You,"('2015', '2015')",['Drama'],7.3
Wi-poong-dang-dang Geu-nyeo,"('2003', '2003')","['Comedy', ' Romance']",7.8
Romance Town,"('2011', '2011')",['Romance'],6.2
Kokyo Sang Ilgi,"('1982', '1984')",['Family'],-
Love Again,"('2012', '2012')",['Romance'],5.7
Bi Chun Mu: Dance with Sword,"('2005', '2005')","['Action', ' Drama', ' Fantasy']",8.2
Tomorrow Love,"('1992', '1994')",['Romance'],-
Heart Is Beating,"('2013', '2014')",['Reality-TV'],-
Three Guys and Three Girls,"('1996', '1999')","['Comedy', ' Drama', ' Romance']",-
Roebisute,"('2007', '2007')",['Thriller'],7.1
My Love by My Side,"('2011', '2011')","['Drama', ' Romance']",7.4
Person Who Gives Happiness,"('2016', '2017')","['Drama', ' Romance']",7.1
Mischievous Detectives,"('2017', '2017')",['Comedy'],5.7
Mother's Garden,"('2014', '2014')",['Drama'],-
Jung Hae In's Travel Log,"('2019', '2019')",['Reality-TV'],-
Sweet Enemy,"('2017', '2017')",['Drama'],-
Love Letter,"('2003', '2003')",['Drama'],7.1
Popcorn,"('2000', '2000')",['Drama'],7.4
Your Neighbor's Wife,"('2013', '2013')",['Romance'],6.4
Dr. Champ,"('2010', '2010')","['Drama', ' Romance', ' Sport']",7.0
Prince's Prince,"('2015', '2015')","['Comedy', ' Drama']",6.4
Grandpas Over Flowers Investigation Team,"('2014', '2014')","['Comedy', ' Crime', ' Drama']",7.4
Missing Korea,"('2015', '2015')",['Romance'],6.4
White Lies,"('2008', '2009')","['Drama', ' Romance']",8.0
A Tale of Two Sisters,"('2013', '2013')",['Drama'],-
Smile Again,"('2006', '2006')","['Drama', ' Romance', ' Sport']",6.9
Scent of a Man,"('2003', '2003')","['Action', ' Drama', ' Romance']",-
Seoul ui dal,"('1994', '1994')","['Comedy', ' Crime', ' Drama']",7.2
Princess Pring,"('2019', '2019')",['Animation'],-
Syndrome,"('2012', '2012')","['Drama', ' Romance']",7.5
Style,"('2009', '2009')",['Romance'],6.1
18 vs 29,"('2005', '2005')","['Comedy', ' Drama', ' Romance']",7.3
Look Back in Anger,"('2000', '2000')",['Drama'],-
High School Rapper 4,"('2021', '2021')",['Reality-TV'],-
Capital Scandal,"('2007', '2007')","['Comedy', ' Drama', ' Romance']",8.1
Pri Para,"('2014', '2014')","['Animation', ' Comedy', ' Drama']",8.1
Witch's Castle,"('2015', '2016')","['Drama', ' Romance']",-
Duet Song Festival,"('2016', '2017')",['Music'],-
Come Back Sunae,"('2006', '2006')",['Drama'],-
Invincible Youth,"('2009', '2009')",['Reality-TV'],8.5
Hidden Singer,"('2012', '2015')",['Game-Show'],6.4
A High School Student's Diary,"('1983', '1986')",['Family'],-
Remarriage & Desires,,Drama,-
"Please Come Back, Soon-ae","('2006', '2006')","['Drama', ' Romance']",7.6
Daily Home Training,"('2018', '2018')","['Short', ' Sport']",-
NCT Life: DREAM in Wonderland,"('2020', '2020')",['Reality-TV'],-
Big Forest,"('2018', '2018')",['Drama'],6.4
My Little Television,"('2015', '2020')","['Game-Show', ' Reality-TV']",-
Girls' Generation and the Dangerous Boys,"('2011', '2011')",['Reality-TV'],8.4
I Live in Cheongdam-dong,"('2011', '2012')",['Drama'],7.5
She is Nineteen,"('2004', '2004')","['Comedy', ' Romance']",6.2
The Facetale: Cinderia,"('2016', '2016')",['Romance'],4.6
Mom's Dead Upset,"('2008', '2008')",['Drama'],-
Queen of the Scene,,Drama,-
All Kinds of Daughters-in-Law,"('2017', '2017')","['Drama', ' Romance']",7.8
You Are a Gift,"('2016', '2016')",['Drama'],-
Masked Prosecutor,"('2015', '2015')","['Action', ' Comedy']",6.4
Enemies from the Past,"('2017', '2018')",['Drama'],6.0
Gangnam Scandal,"('2018', '2018')",['Drama'],6.1
The Return of Hwang Geum-Bok,"('2015', '2015')","['Drama', ' Romance']",7.9
The Family Is Coming,"('2015', '2015')","['Comedy', ' Drama', ' Romance']",6.5
Longing for Spring,"('2014', '2014')","['Comedy', ' Romance']",6.1
Daddy Fish,"('2000', '2000')",['Drama'],-
Oh Nino,"('2019', '2019')",['-'],-
Into the Flames,"('2014', '2014')",['Drama'],8.5
You're My Favorite,"('2012', '2013')","['Drama', ' Romance']",-
Here Comes Love,"('2016', '2016')",['Drama'],-
Hutos,"('2008', '2008')",['Animation'],-
2016 SBS K Pop Awards,"('2016', '2016')",['-'],-
Ready Go!,"('1997', '1997')",['Romance'],6.1
Mom,"('2015', '2015')",['Drama'],7.4
The Unusual Family,"('2016', '2016')",['Drama'],7.0
YoungJay,"('2019', '2019')",['Documentary'],-
Semi and the Magic Cube,"('2018', '2018')","['Animation', ' Adventure', ' Comedy']",-
Kang's Kitchen,"('2017', '2017')",['Reality-TV'],8.3
Obeo deo reinbou,"('2006', '2006')","['Drama', ' Music', ' Romance']",6.8
A Prince's First Love,"('2004', '2004')",['Drama'],6.1
She Is Wow,"('2013', '2013')",['-'],6.8
S.O.S. Croco!,"('1998', '1998')",['Animation'],6.8
Apgujeong Midnight Sun,"('2014', '2014')","['Drama', ' Romance']",-
We Play,"('2019', '2021')",['Game-Show'],-
Two Yoo Project - Sugar Man,"('2015', '2015')",['Music'],7.8
Love on a Rooftop,"('2015', '2015')","['Drama', ' Romance']",7.0
Hot Blood,"('2009', '2009')",['Drama'],6.7
Godok,"('2002', '2002')",['Drama'],7.2
A Style for You,"('2015', '2015')",['Reality-TV'],7.1
Tuoi Thanh Xuan,"('2014', '2015')",['Drama'],7.3
Crazy in Love,"('2007', '2007')","['Drama', ' Romance']",7.6
Harvest Villa,"('2010', '2010')",['-'],7.7
Great Inheritance,"('2006', '2006')",['Romance'],7.2
In Still Green Days,"('2015', '2015')","['Drama', ' Romance']",-
Romantic Comedy Drama Specials Part 1,"('2012', '2012')",['-'],-
Jang-mit-bit In-saeng,"('2005', '2005')",['Drama'],8.3
Hong Kong Express,"('2005', '2005')",['Drama'],-
Marriage Cuisine,"('2014', '2014')","['Comedy', ' Drama']",8.3
"Run, Jang-Mi","('2014', '2014')","['Drama', ' Romance']",6.7
The Bathhouse People,"('1995', '1996')","['Comedy', ' Drama']",-
Haet-bit Sok-eu-ro,"('1999', '1999')","['Drama', ' Romance']",6.2
Only Love,"('2014', '2014')",['Drama'],-
Hero,"('2012', '2012')","['Action', ' Fantasy']",6.0
I Love Lee Tae-ri,"('2012', '2012')",['Romance'],5.7
The Flying Superboard,"('1990', '2002')",['Animation'],-
Hateful But Once Again,"('2009', '2009')","['Drama', ' Romance']",-
Pianissimo,"('2010', '2011')",['Drama'],-
My Shining Girl,"('2012', '2012')","['Drama', ' Romance']",6.8
Channel,"('2015', '2015')",['Reality-TV'],5.3
My One and Only,"('2011', '2012')",['Drama'],-
Eunhui,"('2013', '2014')","['Drama', ' Romance']",-
Blessing of the Sea,"('2019', '2019')",['Drama'],-
iKON TV,"('2018', '2018')",['Reality-TV'],8.0
24/365 with Blackpink,"('2020', '2020')",['Reality-TV'],9.2
Boolkkotnoli,"('2006', '2006')","['Comedy', ' Romance']",7.1
Can Anyone Love?,"('2009', '2009')","['Comedy', ' Drama']",-
Blue Tower,"('2013', '2014')","['Comedy', ' Drama']",-
Start Again,"('2016', '2016')","['Drama', ' Romance']",-
Dandelion Family,"('2010', '2010')",['Drama'],-
Cheongdamdong Scandal,"('2014', '2015')","['Drama', ' Romance']",7.6
Heroine 6,"('2004', '2007')",['Talk-Show'],-
Merry Mary,"('2007', '2007')",['Romance'],-
Coffee House,"('2010', '2010')",['Drama'],6.6
Beating Heart,"('2005', '2005')",['Drama'],8.2
I Hate Going to Work,"('2019', '2019')","['Comedy', ' Drama']",7.5
The Slingshot,"('2009', '2009')","['Action', ' Drama', ' Romance']",7.8
Cheongchun,"('1999', '1999')",['Drama'],6.8
Annyeonghaseyo haneunim!,"('2006', '2006')",['Drama'],7.1
Candy in My Ear,"('2016', '2016')",['Reality-TV'],8.0
Kiss Note,"('2012', '2012')","['Comedy', ' Romance']",-
Elsword: El Lady,"('2016', '2018')",['Animation'],-
